,unicode,font,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
212,104,Times New Roman,0,0,0,0,0,9,97,202,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,181,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,61,147,222,209,45,0,0,0,0,0,0,0,0,0,0,0,0,64,255,202,65,0,12,229,202,0,0,0,0,0,0,0,0,0,0,0,0,64,255,131,0,0,0,173,255,12,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,161,255,28,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,160,255,31,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,65,255,129,0,0,0,160,255,33,0,0,0,0,0,0,0,0,0,0,0,97,255,159,0,0,0,185,255,64,0,0,0,0,0,0,0,0,0,0,147,249,255,255,205,33,207,255,255,238,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,105,Times New Roman,0,0,0,0,0,0,0,0,0,0,188,213,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,237,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,162,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,115,255,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,246,244,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,222,255,255,226,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,106,Times New Roman,0,0,0,0,0,0,0,0,0,0,155,226,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,248,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,132,232,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,125,240,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,249,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,228,89,3,212,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,224,249,187,70,0,0,0,0,0,0,0,0,0
215,107,Times New Roman,0,0,0,0,0,14,104,204,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,164,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,186,255,255,215,64,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,73,222,55,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,73,191,22,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,101,177,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,196,255,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,129,174,255,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,12,211,252,72,0,0,0,0,0,0,0,0,0,0,0,0,0,65,255,128,0,34,237,240,41,0,0,0,0,0,0,0,0,0,0,0,0,98,255,155,0,0,86,255,225,38,0,0,0,0,0,0,0,0,0,0,166,248,255,253,200,9,183,255,255,247,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,108,Times New Roman,0,0,0,0,0,0,0,0,0,45,149,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,107,247,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,223,255,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,216,255,255,233,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,109,Times New Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,154,222,127,55,139,217,228,105,1,103,164,232,193,28,0,0,0,0,0,0,100,255,189,63,0,11,216,254,142,33,0,28,247,175,0,0,0,0,0,0,68,255,129,0,0,0,143,255,65,0,0,0,203,239,0,0,0,0,0,0,64,255,128,0,0,0,128,255,64,0,0,0,192,254,0,0,0,0,0,0,64,255,128,0,0,0,128,255,64,0,0,0,192,255,0,0,0,0,0,0,64,255,128,0,0,0,128,255,64,0,0,0,192,255,0,0,0,0,0,0,64,255,128,0,0,0,128,255,64,0,0,0,192,255,0,0,0,0,0,0,66,255,129,0,0,0,128,255,65,0,0,0,192,255,1,0,0,0,0,0,102,255,160,0,0,0,162,255,95,0,0,3,221,255,33,0,0,0,0,139,246,255,254,203,9,205,254,255,247,158,51,220,255,255,234,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,110,Times New Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,142,222,127,62,148,220,210,47,0,0,0,0,0,0,0,0,0,0,0,0,91,255,199,66,0,13,233,207,0,0,0,0,0,0,0,0,0,0,0,0,67,255,131,0,0,0,176,255,15,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,161,255,30,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,67,255,129,0,0,0,160,255,33,0,0,0,0,0,0,0,0,0,0,0,105,255,161,0,0,0,185,255,65,0,0,0,0,0,0,0,0,0,0,139,247,255,255,203,30,207,255,255,239,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,111,Times New Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,135,189,210,217,123,6,0,0,0,0,0,0,0,0,0,0,0,0,11,208,133,0,0,85,252,182,3,0,0,0,0,0,0,0,0,0,0,0,140,238,5,0,0,0,152,255,107,0,0,0,0,0,0,0,0,0,0,7,239,190,0,0,0,0,55,255,208,0,0,0,0,0,0,0,0,0,0,45,255,184,0,0,0,0,6,254,248,0,0,0,0,0,0,0,0,0,0,55,255,210,0,0,0,0,0,244,234,0,0,0,0,0,0,0,0,0,0,15,252,247,15,0,0,0,2,251,178,0,0,0,0,0,0,0,0,0,0,0,166,255,106,0,0,0,44,255,72,0,0,0,0,0,0,0,0,0,0,0,24,224,236,44,0,9,181,153,0,0,0,0,0,0,0,0,0,0,0,0,0,24,158,229,193,186,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,112,Times New Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,126,214,96,67,206,248,202,56,0,0,0,0,0,0,0,0,0,0,0,52,169,255,157,136,52,120,252,244,35,0,0,0,0,0,0,0,0,0,0,0,99,255,142,0,0,0,133,255,158,0,0,0,0,0,0,0,0,0,0,0,96,255,96,0,0,0,30,255,226,0,0,0,0,0,0,0,0,0,0,0,96,255,96,0,0,0,0,240,250,0,0,0,0,0,0,0,0,0,0,0,96,255,96,0,0,0,0,231,238,0,0,0,0,0,0,0,0,0,0,0,96,255,97,0,0,0,5,253,189,0,0,0,0,0,0,0,0,0,0,0,96,255,116,0,0,0,69,255,90,0,0,0,0,0,0,0,0,0,0,0,96,255,217,23,0,17,206,178,1,0,0,0,0,0,0,0,0,0,0,0,96,255,146,184,191,213,134,7,0,0,0,0,0,0,0,0,0,0,0,0,96,255,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,255,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,255,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,255,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,209,253,255,253,200,0,0,0,0,0,0,0,0,0
221,113,Times New Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,119,195,194,209,118,212,32,0,0,0,0,0,0,0,0,0,0,0,6,189,147,4,0,35,237,255,32,0,0,0,0,0,0,0,0,0,0,0,134,222,5,0,0,0,170,255,32,0,0,0,0,0,0,0,0,0,0,4,240,158,0,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,44,255,135,0,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,59,255,161,0,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,38,255,230,10,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,1,225,255,170,15,0,43,218,255,32,0,0,0,0,0,0,0,0,0,0,0,89,255,255,252,230,185,163,255,32,0,0,0,0,0,0,0,0,0,0,0,0,92,221,244,158,10,160,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,255,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,255,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,210,255,255,240,135,0,0,0
222,114,Times New Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,125,208,127,81,229,217,21,0,0,0,0,0,0,0,0,0,0,0,0,46,143,255,183,103,128,203,26,0,0,0,0,0,0,0,0,0,0,0,0,0,70,255,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,255,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,249,255,255,218,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,115,Times New Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,162,190,216,255,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,115,0,0,89,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,98,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,242,103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,229,255,224,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,126,240,255,185,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,182,255,90,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,21,255,108,0,0,0,0,0,0,0,0,0,0,0,0,0,240,99,1,0,64,242,34,0,0,0,0,0,0,0,0,0,0,0,0,0,244,255,228,192,186,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,116,Times New Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,208,255,224,192,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,255,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,255,162,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,244,156,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,117,Times New Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,252,255,96,0,48,222,255,255,0,0,0,0,0,0,0,0,0,0,0,0,129,255,96,0,0,1,220,255,0,0,0,0,0,0,0,0,0,0,0,0,96,255,96,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,96,255,96,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,96,255,96,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,96,255,96,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,93,255,98,0,0,0,192,255,0,0,0,0,0,0,0,0,0,0,0,0,78,255,122,0,0,6,212,255,6,0,0,0,0,0,0,0,0,0,0,0,25,250,224,66,71,151,211,255,92,38,0,0,0,0,0,0,0,0,0,0,0,92,230,240,151,13,188,188,99,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,118,Times New Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,255,255,247,124,0,0,135,247,246,87,0,0,0,0,0,0,0,0,0,0,145,255,148,0,0,0,0,167,76,0,0,0,0,0,0,0,0,0,0,0,18,246,208,0,0,0,12,193,0,0,0,0,0,0,0,0,0,0,0,0,0,154,255,60,0,0,105,99,0,0,0,0,0,0,0,0,0,0,0,0,0,43,255,169,0,0,192,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,251,27,62,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,255,133,166,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,237,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,255,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,119,Times New Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,255,255,225,29,104,240,255,255,209,3,0,159,254,247,46,0,0,0,0,1,172,255,81,0,0,45,253,210,0,0,0,0,217,51,0,0,0,0,0,0,49,255,145,0,0,0,183,249,21,0,0,34,172,0,0,0,0,0,0,0,0,206,236,6,0,0,167,255,118,0,0,133,72,0,0,0,0,0,0,0,0,107,255,83,0,33,170,230,220,1,3,198,2,0,0,0,0,0,0,0,0,16,247,180,0,149,51,133,255,68,76,126,0,0,0,0,0,0,0,0,0,0,164,252,47,178,0,32,253,171,172,28,0,0,0,0,0,0,0,0,0,0,65,255,227,68,0,0,184,250,175,0,0,0,0,0,0,0,0,0,0,0,1,220,205,0,0,0,82,255,79,0,0,0,0,0,0,0,0,0,0,0,0,122,87,0,0,0,4,205,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
